Date,User,Message
2022-01-29 20:21:45,"희표/시지","요번 연휴가 짧네요"
2022-01-29 20:22:17,"희표/시지","한 일주일 쉬었으면 스터디모임 했으면 하는데"
2022-01-29 20:40:09,"긍정승정","네.."
2022-01-29 20:40:14,"긍정승정","ㅜㅜ"
2022-01-29 20:40:22,"긍정승정","디자인이 젤 싫어야"
2022-01-29 21:34:32,"파린이의모험","다들 개발자신가봐요"
2022-01-29 21:46:34,"긍정승정","아니요"
2022-01-29 21:46:37,"긍정승정","백수에요."
2022-01-29 21:46:39,"긍정승정","크크크크크킄"
2022-01-29 21:46:52,"쓔느님","저두욤..."
2022-01-29 21:46:57,"쓔느님","백쓔"
2022-01-29 21:47:09,"안뇽","ㅋㅋㅋ근데 다들 이력서 넣을 때"
2022-01-29 21:47:18,"안뇽","기획서도 같이 포폴로해서 지원하시나요"
2022-01-29 21:50:17,"파린이의모험","ㅠㅠ"
2022-01-29 21:51:18,"파린이의모험","포폴은 음.. 기획서를 넣으면 너무 방대하지 않을까요"
2022-01-29 21:51:38,"파린이의모험","포폴은 보는 사람 입장에서 간략하고 핵심만 보여주는게 좋아요"
2022-01-29 21:52:40,"긍정승정","저뉸 그냥"
2022-01-29 21:52:43,"긍정승정","포폴 이랑"
2022-01-29 21:52:48,"긍정승정","포폴에 무슨 기술 들어갓는지 만"
2022-01-29 21:52:57,"긍정승정","넣는게좋을거가타요우"
2022-01-29 21:53:20,"긍정승정","정 중요한 비즈니스 로직 같은거나 그런거 쬐끔이랑 해서 pdf 으로 묶으면 어떨까 싶어요"
2022-01-29 21:55:34,"파린이의모험","포폴은 간략하게 5장 이내면 좋을거 같고..
깃헙이나 개인 홈피에도 준비해서
바로 보여줄 수 있으면 좋아요(보여줄 기회가 생길 수 있어요)"
2022-01-29 21:56:04,"파린이의모험","첫장은 간략한 본인 소개 겸 로드맵 보여주면 좋아할거 같습니다"
2022-01-30 20:21:49,"눈빛 애교 어피치","게더에서 개발 얘기나하면서 공부하실분 계신가요? ㅋㅋ"
2022-01-30 20:53:40,"김남수","저 지금 공부 중이요..ㅎㅎ"
2022-01-30 20:57:32,"쓔느님","공부중인데 오늘 2장했어여"
2022-01-30 20:57:47,"쓔느님","겅부할려면 몸이 좋아야지! 하고 무리해서 골골됐네유 햐"
2022-01-31 15:31:43,"긍정승정","다들 코로나조심하시구"
2022-01-31 15:31:46,"긍정승정","설 잘보내세용 호"
2022-01-31 15:33:08,"쓔느님","이모티콘"
2022-01-31 15:33:14,"쓔느님","후후훗"
2022-01-31 15:34:18,"쓔느님","오늘도 뒹굴거리다 망할까봐 카페왔어욤"
2022-01-31 15:34:35,"쓔느님","최대한 인간 없는것 왔는데 그래도 꽤 있네유 ㅠ^ㅠ"
2022-01-31 15:36:40,"긍정승정","지금 까페는"
2022-01-31 15:36:42,"긍정승정","진짜"
2022-01-31 15:36:45,"긍정승정","난리일거에여…"
2022-01-31 15:36:54,"긍정승정","아니묜 독서실도 좋아여 아늑하구"
2022-01-31 15:37:00,"쓔느님","ㅠ^ㅠ 구석 파여있는곳 왔네유.."
2022-01-31 15:37:18,"쓔느님","찐따 자리 제가 차지했습니당.. 구석진 곳.."
2022-01-31 15:37:26,"긍정승정","최곱니다 ㅋㅎㅋㅎㅋㅎㅋ"
2022-01-31 15:37:28,"쓔느님","독서실 한번두 안가봤는데 궁금해유"
2022-01-31 15:38:09,"긍정승정","지인짜"
2022-01-31 15:38:10,"긍정승정","좋아요"
2022-01-31 15:38:12,"긍정승정","아늑해요"
2022-01-31 15:38:13,"긍정승정","ㅋㅎㅋㅎㅋㅎㅋ"
2022-01-31 15:38:25,"쓔느님","호옹 다음에 도저어언!!"
2022-01-31 15:38:27,"긍정승정","정시 끝나서 고딩도없고 대학생도 종강해서"
2022-01-31 15:38:30,"긍정승정","완전 천국이에여"
2022-01-31 15:38:42,"쓔느님","호오라...! 찾아봐야겠네유"
2022-01-31 15:38:49,"쓔느님","사람들 있는곳 너무 싫어유.."
2022-01-31 15:39:01,"쓔느님","저기 또 몰려오네유 흉물스러워라..!"
2022-01-31 15:39:04,"쓔느님","이모티콘"
2022-01-31 15:39:37,"긍정승정","오모모"
2022-01-31 15:39:40,"긍정승정","이모티콘"
2022-01-31 15:39:49,"쓔느님","이모티콘"
2022-01-31 15:40:32,"늅","이모티콘"
2022-01-31 15:45:10,"쓔느님","이모티콘"
2022-01-31 15:45:17,"쓔느님","그럼.. 이만.."
2022-01-31 15:45:29,"긍정승정","저도 이만.."
2022-02-01 03:12:39,"피자 먹다 자는 무지","피자 먹다 자는 무지님이 들어왔습니다."
2022-02-01 08:49:35,"긍정승정","새해복 많이받으세요!!!"
2022-02-01 08:52:44,"쓔느님","이모티콘"
2022-02-01 08:52:54,"쓔느님","사진"
2022-02-01 09:48:36,"김남수","모두 새해 복 많이 받으세요."
2022-02-01 10:53:55,"30웹","사진 15장"
2022-02-01 11:44:08,"희표/시지","즐거운 설 보내시길"
2022-02-01 14:47:30,"A","A님이 나갔습니다."
2022-02-01 16:59:11,"비옷입은 튜브","비옷입은 튜브님이 들어왔습니다."
2022-02-01 16:59:33,"비옷입은 튜브","비옷입은 튜브님이 나갔습니다."
2022-02-02 11:05:13,"부끄러워하는 라이언","부끄러워하는 라이언님이 들어왔습니다."
2022-02-02 19:23:30,"운동하는 라이언","운동하는 라이언님이 들어왔습니다."
2022-02-03 13:24:33,"k","k님이 들어왔습니다."
2022-02-03 19:27:38,"아이스크림 든 네오","아이스크림 든 네오님이 들어왔습니다."
2022-02-03 19:38:42,"아이스크림 든 네오","아이스크림 든 네오님이 나갔습니다."
2022-02-03 22:24:05,"이재훈","이재훈님이 들어왔습니다."
2022-02-03 22:24:09,"이재훈","안녕하세요〰️"
2022-02-03 22:24:17,"이재훈","혹시 intp 이신분 계세요?"
2022-02-03 22:24:35,"쓔느님","이모티콘"
2022-02-03 22:24:54,"쓔느님","전 아니유"
2022-02-03 22:28:00,"피자 먹다 자는 무지","Infp는 있어요"
2022-02-03 22:28:21,"쓔느님","무지님이여"
2022-02-03 22:28:27,"쓔느님","구대는 인프피인가효"
2022-02-03 22:28:33,"쓔느님","이모티콘"
2022-02-03 22:29:47,"안뇽","저 질문이 잇는데"
2022-02-03 22:29:51,"안뇽","질문해도 괜찮을까요 ㅠㅠㅠ"
2022-02-03 22:30:03,"쓔느님","이모티콘"
2022-02-03 22:30:12,"안뇽","cookie id를… session에 저장을했는데"
2022-02-03 22:30:37,"안뇽","그리고 그 session 정보에 담겨져 있는 user을 불러와서 그 정보값을 변경할려고하는데"
2022-02-03 22:30:40,"안뇽","잘 안되더라구요.."
2022-02-03 22:30:51,"안뇽","코드를 여기에 올려도될까요??"
2022-02-03 22:31:11,"쓔느님","전 1도 몰라서 도움이 못되지만 고수님들이 도와주실거에염 아마...☆"
2022-02-03 22:31:14,"쓔느님","이모티콘"
2022-02-03 22:31:33,"안뇽","사진"
2022-02-03 22:31:58,"안뇽","일단 const user= await User.findOne({id}); 이 부분을"
2022-02-03 22:32:08,"안뇽","req.session.user=user; 여기에 담았어요"
2022-02-03 22:32:23,"안뇽","그래서 req.session.user을 어디에서든 사용할 수 있도록 해놨구요"
2022-02-03 22:32:38,"안뇽","사진"
2022-02-03 22:32:55,"안뇽","user이 session에 담겨져있으니"
2022-02-03 22:32:58,"안뇽","저런식으로 하고"
2022-02-03 22:32:59,"안뇽","그리고"
2022-02-03 22:33:10,"안뇽","user안에 _id가 있으니 _id를 불러와서"
2022-02-03 22:33:20,"안뇽","email,username,id 등등 이 정보들을"
2022-02-03 22:33:24,"안뇽","mongoose 함수 인"
2022-02-03 22:33:39,"안뇽","findByIdAndUpdate로 변경해줄려고하거든용"
2022-02-03 22:33:44,"안뇽","근데 음… 변경이 안되네요 ㅋㅋㅋ;"
2022-02-03 22:38:24,"운동하는 라이언","세션의 user가 변경이 안되는거에요? 몽고 디비값이 변경이 안되는거에요?"
2022-02-03 22:40:16,"안뇽","둘다 안되는거에용"
2022-02-03 22:40:29,"안뇽","원래는 변경이 되야하는데 디비에도 지금 변경이 안되고 있어요"
2022-02-03 22:40:43,"안뇽","이거 옛날에 이렇게 했을 때는 변경 잘 되었는데"
2022-02-03 22:40:46,"안뇽","지금은 변경이 안되네요"
2022-02-03 22:41:34,"30웹","user의 값은 제대로 나오나요???"
2022-02-03 22:42:06,"안뇽","네 지금 콘솔 보여드릴게요"
2022-02-03 22:42:21,"안뇽","사진"
2022-02-03 22:42:28,"안뇽","지금 콘솔에는 잘 나오고있어요"
2022-02-03 22:44:26,"30웹","혹시 _id 랑 id 이 있는데... 업데이트 하는데 기준값은 무엇인가요??"
2022-02-03 22:48:18,"안뇽","아"
2022-02-03 22:48:25,"안뇽","id는 그 제가 스키마 만들 때"
2022-02-03 22:48:27,"안뇽","회원가입할 때"
2022-02-03 22:48:33,"안뇽","만들려고한 id 이고요"
2022-02-03 22:48:48,"안뇽","_id는 session에서 만들어 준 _id 값이에요"
2022-02-03 22:48:58,"안뇽","업데이트 기준은"
2022-02-03 22:49:07,"안뇽","제가 회원가입했을 때 그 정보들을 변경해줄려고 한겁니다"
2022-02-03 22:49:18,"안뇽","회원가입하고 정보변경할려고할 때 할려고한거에요"
2022-02-03 22:49:52,"안뇽","그래서 _id 로 정보 찾아서 email,username,id,location 정보 변경할려고하는건데 ㅠㅠ"
2022-02-03 22:51:20,"운동하는 라이언","유저를 만드는로직은 수행한 뒤에 요청한건가요?"
2022-02-03 22:51:50,"파린이의모험","const user"
2022-02-03 22:52:08,"파린이의모험","이부분부터 콘솔로그 찍어서 값 확인해보세요"
2022-02-03 22:52:36,"파린이의모험","단계마다 값 찍어보고 체크하는게 좋겠어요 어디서 누락되는거 같네요"
2022-02-03 22:52:44,"안뇽","네네"
2022-02-03 22:52:55,"안뇽","아 한번해볼게요..!"
2022-02-03 22:53:03,"파린이의모험","네 천천히 해보세유 ㅎㅎ"
2022-02-03 22:53:11,"파린이의모험","개인홈피인가요??"
2022-02-03 22:53:16,"안뇽","아 넵ㅋㅋㅋㅋㅋ"
2022-02-03 22:53:22,"안뇽","그냥 개인적으로 지금 만들고있어요,,ㅎㅎ"
2022-02-03 22:53:24,"운동하는 라이언","_id는 세션 아이디라고 하셨는데"
2022-02-03 22:53:45,"운동하는 라이언","리퀘스트 바디에 있는 id가 실제 UserId 아닌가요...."
2022-02-03 22:53:47,"운동하는 라이언",".?"
2022-02-03 22:54:24,"파린이의모험","그냥 작성자님이 구분해 놓으신거 같아요"
2022-02-03 22:54:55,"파린이의모험","오랜만에 코드를 보니 즐겁네요 (굿)"
2022-02-03 22:55:01,"운동하는 라이언","익숙하지 않은 언어라 어렵네요~"
2022-02-03 22:55:27,"운동하는 라이언","로직은 틀린게 없어보이는데..."
2022-02-03 22:55:31,"파린이의모험","노드js??"
2022-02-03 22:55:50,"안뇽","네네 노드입니당"
2022-02-03 22:56:17,"파린이의모험","오홍.. 예전에 만졌었는데 다 까먹었네요 ㅋㅋ"
2022-02-03 22:56:24,"안뇽","ㅋㅋㅋㅋㅋㅋ"
2022-02-03 22:56:32,"안뇽","파린이님"
2022-02-03 22:56:39,"안뇽","그 로그아웃해보고"
2022-02-03 22:56:41,"안뇽","그 로그인부분에"
2022-02-03 22:56:45,"안뇽","Console로"
2022-02-03 22:56:54,"안뇽","req.session 해보니깐"
2022-02-03 22:56:57,"파린이의모험","네넹"
2022-02-03 22:57:05,"안뇽","_id: new ObjectId(""61fb3051b5fb39b492f17c6c""),"
2022-02-03 22:57:13,"안뇽","아까 랑 살짝 다르게 나오네요"
2022-02-03 22:57:14,"안뇽","아까는"
2022-02-03 22:57:22,"안뇽","dbject 이거 없이"
2022-02-03 22:57:32,"안뇽","뒤에 저 이상한문자열만 나왔는데 지금은"
2022-02-03 22:57:34,"안뇽","저런식으로 나오네요"
2022-02-03 22:57:40,"안뇽","근데"
2022-02-03 22:57:45,"안뇽","값은 똑같아요.."
2022-02-03 22:57:56,"파린이의모험","json객체라 object로 인식하나"
2022-02-03 22:58:10,"파린이의모험","안에 값은 확인 불가한가욤"
2022-02-03 22:58:52,"파린이의모험","아아 아니네요 잘못봄 ㅠ"
2022-02-03 22:59:00,"안뇽","으음...."
2022-02-03 22:59:04,"안뇽","뭐지 ㅠㅠㅠ진짜"
2022-02-03 22:59:05,"안뇽","출력도 잘 되고"
2022-02-03 22:59:07,"안뇽","이상한것도 없는데"
2022-02-03 22:59:14,"안뇽","어디에서 문제가생겻는지 잘 모르겟네요"
2022-02-03 22:59:18,"안뇽","이거때문에 다른걸 못하고있어요 ㅠㅠㅠ"
2022-02-03 22:59:22,"파린이의모험","저는 이럴때 단계마다 값 다 찍어보고 찾곤 했었어요"
2022-02-03 22:59:31,"파린이의모험","그럴땐 과감하게.. 쉬고 나중에 해요 ㅋㅋ"
2022-02-03 22:59:49,"파린이의모험","그럼 쉽게 찾아질때도 있어요 휴식휴식"
2022-02-03 22:59:56,"안뇽","ㅋㅋㅋ그쵸… 아까전에도"
2022-02-03 23:00:03,"안뇽","혹시난싶어서 다른곳에도 console 다 해보고"
2022-02-03 23:00:10,"안뇽","const 때문인가싶어서"
2022-02-03 23:00:16,"안뇽","const 를 let으로도 바꿔보고해봤지만"
2022-02-03 23:00:19,"안뇽","결과는똑같ㄴㅔ요 ㅎㅎ."
2022-02-03 23:00:21,"운동하는 라이언","findone이 제대로 불러지는지 궁금하네요"
2022-02-03 23:00:47,"운동하는 라이언","공식문서에는 콜백함수 없을시  exec() 를 붙여 줘야한다는데"
2022-02-03 23:03:02,"안뇽","exec요,,,?"
2022-02-03 23:03:03,"안뇽","잠시만용"
2022-02-03 23:03:59,"운동하는 라이언","저두 자세히는 몰라서 문서보니 그렇게 나오긴 하네요 user가 올바르게 db에서 찾아지면 거기 문제는 아닐거에요"
2022-02-03 23:04:42,"안뇽","올바르게 찾아지는건맞는거같아용ㅇ"
2022-02-03 23:07:40,"운동하는 라이언","ㅠㅠ"
2022-02-03 23:08:03,"운동하는 라이언","이제는 한줄한줄 디버깅이 답일거같아요... ㅋㅋㅋㅋㅋㅋㅋㅋ"
2022-02-03 23:08:22,"안뇽","ㅋㅋㅋㅋㅋㅋ그렇게해서라도 나왔으면 진짜 엄청 젛겠네요"
2022-02-03 23:08:23,"안뇽","이모티콘"
2022-02-03 23:54:51,"이재훈","이제 코딩 배워보려는 29살 직장인입니다"
2022-02-03 23:55:01,"이재훈","혹시 학원이나 멘토 추천 가능하신가용"
2022-02-04 00:18:19,"라이언","여기서 /users/edit redirect까지 잘 되나요?

findByIdAndUpdate에서 에러생기면 안바뀔 것 같기도 하네요 저부분만 try catch로 감싸서 확인해봐도 좋을 것 같아요"
2022-02-04 00:20:10,"안뇽","redirect부분 까지 잘 되요!"
2022-02-04 00:20:35,"안뇽","그냥 아직 디비에 저장이 안된다는거쥬"
2022-02-04 00:21:00,"안뇽","다른 프로젝트하던 그 코드랑도 완전히 똑같이도 해보고 다 해봤는데 ㄹㅇ 문제될건 없어보야용ㅋㅋㅋㅋ"
2022-02-04 00:21:09,"안뇽","왜 저런지 도저히 이해가 안되서요"
2022-02-04 00:21:17,"안뇽","차라리 에러가ㅏ 뜨면 몰라두.."
2022-02-04 00:23:52,"운동하는 라이언","당장 학원보단 혼자 공부좀 하시고 기업에서 하는 부트캠프 가시는게 가장 좋을거같아요"
2022-02-04 00:25:58,"라이언","세션 쿠키세션쓰셨나요?"
2022-02-04 00:26:10,"안뇽","그게 무슨말씀이시죠?"
2022-02-04 00:26:19,"안뇽","아 네네"
2022-02-04 00:27:00,"라이언","브라우저에서 세션쿠키지우고"
2022-02-04 00:27:12,"라이언","다시로그인했을때 새 쿠키 생기는지 확인해보세요"
2022-02-04 00:27:22,"라이언","안생길거같은느낌이.."
2022-02-04 00:28:32,"안뇽","아"
2022-02-04 00:28:36,"안뇽","그것도 해봤어요"
2022-02-04 00:28:40,"안뇽","생겨요,,,,"
2022-02-04 00:28:44,"라이언","그러면"
2022-02-04 00:28:47,"안뇽","그 제가"
2022-02-04 00:28:49,"라이언","화이팅입니닷.."
2022-02-04 00:28:52,"안뇽","로그인했을경우에만"
2022-02-04 00:29:01,"안뇽","쿠키 생기게 했거든용"
2022-02-04 00:29:09,"안뇽","그냥 로그인 안하고 사이트 들어오면"
2022-02-04 00:29:16,"안뇽","쿠키안주고 로그인하면 쿠키주게 했는데ㅔ"
2022-02-04 00:29:23,"안뇽","그냥 혹시나해서"
2022-02-04 00:29:35,"안뇽","로그인안했을때도 쿠키주고도 해봤는데도"
2022-02-04 00:29:37,"안뇽","안되네요"
2022-02-04 00:29:39,"안뇽","하하하.."
2022-02-04 00:30:03,"안뇽","제가볼땐 분명 _id가 전달이 잘 안되서 업뎃이ㅠ안된거같은데"
2022-02-04 00:30:20,"라이언","여기사진에 findId할때 _id에"
2022-02-04 00:30:23,"안뇽","아무리 생각해봐도 전달이 안될 이유가어뵤는대 ㅋㅋㅋ"
2022-02-04 00:30:31,"안뇽","네네"
2022-02-04 00:30:44,"라이언","지금 db에 있는 _id인지 확인해보셨겠죠?"
2022-02-04 00:30:54,"안뇽","넵 당근 확인햇죠"
2022-02-04 00:31:15,"안뇽","디비에 _id 있는거 확인도 해봤어요"
2022-02-04 00:31:15,"라이언","해결하시면 공유부탁드립니다 ㅎㅎ.. 무슨 문제일지 궁금하네요"
2022-02-04 00:31:41,"안뇽","그리고 그 값이랑 콘솔값이랑도 혹시나 다른게 있는가싶어서도 확인해봤지만.. 똑같네요"
2022-02-04 00:31:55,"안뇽","넵 해결하면 공유해드리겠슴다.."
2022-02-04 00:32:18,"안뇽","분명 어딘가에서 실수가 있는데 제가 그걸 못 찾고 잌ㅅ는고같기도한데.."
2022-02-04 00:32:43,"안뇽","일단 계속 똑같은코드만 보니깐 눈이 아파서 ㅋㅋㅋ 내일 일찍일어나서 다시 봐야겠어요 😅😅"
2022-02-04 00:32:56,"안뇽","라이언님은 프론트쪽이신가요?"
2022-02-04 00:35:39,"라이언","넵 프론트인데 nodejs 관심많아요 ㅎㅎ"
2022-02-04 00:35:51,"라이언","화이팅입니닷!"
2022-02-04 00:59:05,"이재훈","어떤걸로 공부할지 몰라용.."
2022-02-04 01:01:49,"운동하는 라이언","@이재훈 완전 처음이시라면 노마드 코더 유튜브 보시면서 흥미좀 찾으시고 이후에 백준이라는 사이트에서 알고리즘도 풀고 cs 공부도 차츰 시작하시면 될거같아요. 노마드 코더 보시면서 따라서 웹페이지 만들어보세요 ~"
2022-02-04 10:47:54,"안뇽","@라이언 라이언님 ㅋㅋㅋㅋㅋㅋ"
2022-02-04 10:48:05,"안뇽","어제 그 문제 해결했어요"
2022-02-04 10:48:09,"안뇽","공식문서 싹다 찾아보고"
2022-02-04 10:48:13,"안뇽","구글링도 엄청해봤는데"
2022-02-04 10:48:21,"안뇽","오늘 아침에 갑자기 일어나면서 혹시나싶어서 보니깐"
2022-02-04 10:48:24,"안뇽","엄청난 실수를 해버렸네요..."
2022-02-04 10:49:21,"안뇽","form 부분을"
2022-02-04 10:49:34,"안뇽","제가 get로 해노코 … 자꾸 post 가 안되니깐"
2022-02-04 10:49:35,"안뇽","ㅠㅠㅠㅠㅠㅠㅠㅠ"
2022-02-04 10:49:42,"안뇽","post로 바꾸니깐 잘 해결이 뙤었습니다..ㅎ"
2022-02-04 10:53:26,"라이언","오 고생하셨습니다"
2022-02-04 10:53:35,"안뇽","근데"
2022-02-04 10:53:37,"안뇽","허ㅏㅌㄹ하네요"
2022-02-04 10:53:39,"안뇽","허탈"
2022-02-04 10:53:41,"안뇽","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022-02-04 10:53:45,"안뇽","post 요놈이였다니"
2022-02-04 10:53:47,"안뇽","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022-02-04 10:53:54,"라이언","그럼 이게 실행 안되고있었던건가요?"
2022-02-04 10:54:00,"안뇽","넵"
2022-02-04 10:54:08,"안뇽","p그냥 저 코드자체가"
2022-02-04 10:54:10,"안뇽","무의미해버린거였죠"
2022-02-04 10:56:43,"라이언","역시 안되면"
2022-02-04 10:56:50,"라이언","자고일어나야되는군요"
2022-02-04 10:56:51,"라이언","ㅋㅋㅋ"
2022-02-04 10:58:04,"안뇽","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2022-02-04 10:58:19,"안뇽","정말로 안될 때 할려고 발버둥치다가"
2022-02-04 10:58:25,"안뇽","더 망가트리는경우가 있어서..^^"
2022-02-04 11:00:18,"라이언","이모티콘"
2022-02-04 11:07:28,"이재훈","감사합니당"
2022-02-04 13:12:44,"초롱초롱 튜브","안뇽님은 어떤거 만들고 계세요?"
2022-02-04 14:51:41,"이재훈","선배님들 혹시"
2022-02-04 14:51:52,"이재훈","코딩학원중에 주차장 잇는곳도 있는가요?"
2022-02-04 14:55:42,"부끄러워하는 라이언","부끄러워하는 라이언님이 나갔습니다."
2022-02-04 15:03:05,"zidol","코리아 it 주차 타워 있는거 같던데요"
2022-02-04 15:19:18,"코딩여우","있는데 유료입니다ㅜ"
2022-02-04 15:20:29,"뚱이","뚱이님이 들어왔습니다."
2022-02-04 15:22:32,"뚱이","안녕하세요!"
2022-02-04 15:22:41,"뚱이","혹시 다들 전공자이신가요..?"
2022-02-04 15:24:33,"zidol","아니요"
2022-02-04 15:24:41,"zidol","반갑습니다~"
2022-02-04 15:24:54,"뚱이","넵! 반갑습니다!"
2022-02-04 17:19:01,"이재훈","헐 많이비싸요?"
2022-02-04 17:19:20,"안뇽","좀 비싸던데요 ㅋㅋㅋ..;"
2022-02-04 17:19:30,"이재훈","ㅎㄹㄹㄹㄹㄹ"
2022-02-04 17:19:38,"이재훈","그럼 학원 어디가지 ㅠㅠ"
2022-02-04 17:19:40,"불나게 일하는 네오","ai쪽하시는분은 계신가요"
2022-02-04 17:19:43,"불나게 일하는 네오","다 웹인가요?"
2022-02-04 17:19:45,"이재훈","주차 있는것 없으려나"
2022-02-04 17:24:21,"이재훈","어디서 배워야할지"
2022-02-04 17:24:25,"이재훈","되게고민이네요"
2022-02-04 17:27:03,"안뇽","인강은 별로세요?"
2022-02-04 17:27:18,"이재훈","인강도 괜찮은가요?"
2022-02-04 17:27:19,"안뇽","저 중고거래사이트요!"
2022-02-04 17:27:26,"이재훈","흠"
2022-02-04 17:27:35,"쓔느님","호오라"
2022-02-04 17:27:52,"안뇽","장단점은 뭐든 있죠 ㅎ"
2022-02-04 17:27:52,"안뇽","그래도 전 인강도 낫베드라거 생각해용"
2022-02-04 17:28:24,"안뇽","ㅋㅋㅋㅋㅋㅋ머리에 생각은 오떻게 만들지 구현했는데 .. ㅅ현실은 웁니다"
2022-02-04 17:28:47,"쓔느님","화이팅!!! 할쓔있어유!! 화이티이잉"
2022-02-04 17:30:02,"쓔느님","이모티콘"
2022-02-04 17:32:14,"안뇽","흐흑 감사합니다!!!!"
2022-02-04 17:36:26,"뚱이","뚱이님이 나갔습니다."
2022-02-04 18:03:59,"초롱초롱 튜브","경북직업전문학교 가보세요. 거기 동대구역에 주차하면 돼여"
2022-02-04 18:04:25,"초롱초롱 튜브","예담직업전문학교도 공원에 주차하시면 돼여"
2022-02-04 18:36:54,"이재훈","코리아it에 처음오면"
2022-02-04 18:37:04,"이재훈","국비지원과정이 어렵네용??"
2022-02-04 18:37:16,"이재훈","배운게 없어서 큰일"
2022-02-04 18:41:39,"콱","콱님이 들어왔습니다."
2022-02-04 18:43:51,"콱","콱님이 나갔습니다."
2022-02-04 20:50:37,"화이팅","코틀린 강의 개안은 거 있슴꽈"
2022-02-04 20:50:47,"화이팅","형제여러분"
2022-02-04 21:27:11,"개s시s","개s시s님이 들어왔습니다."
2022-02-04 21:30:19,"불나게 일하는 네오","네"
2022-02-05 01:16:51,"Min","Min님이 들어왔습니다."
2022-02-06 20:45:30,"리듬타는 제이지","리듬타는 제이지님이 들어왔습니다."
2022-02-06 22:18:16,"코딩곰","코딩곰님이 들어왔습니다."
2022-02-06 22:18:45,"코딩곰","안녕하세요~"
2022-02-06 22:22:56,"이재훈","안녕하세요😜"
2022-02-06 22:25:13,"긍정승정","안 녕 하 십 니 까!"
2022-02-06 22:29:08,"30웹","😄 안녕하세요"
2022-02-06 22:30:59,"쓔느님","이모티콘"
2022-02-06 22:31:06,"쓔느님","눈 따가워염"
2022-02-07 16:02:38,"이재훈","안녕하세용"
2022-02-07 16:02:58,"이재훈","이제 공부 시작하는 코딩새싹입니다"
2022-02-07 16:03:20,"이재훈","선배님들 혹시 추천하는 교육과정이나 자격증 있으실까요?"
2022-02-07 16:04:11,"운동하는 라이언","알고리즘과 cs가 가장 좋지 않을까요"
2022-02-07 16:06:15,"이재훈","자바나 파이썬 이나 정보처리기능사쪽 말구"
2022-02-07 16:06:23,"이재훈","그쪽으루요?"
2022-02-07 16:08:06,"운동하는 라이언","si 희망하시면 그걸로 충분할거같아요"
2022-02-07 16:10:00,"이재훈","프리랜서 코더 과정으레"
2022-02-07 16:10:08,"이재훈","과정을 알수있으면 좋겟네요.."
2022-02-07 17:08:50,"Min","여기 계시는 분들 가끔 모여서 오프라인 모각코나 공부를 같이 하시나요?"
2022-02-07 17:09:10,"Min","대구에 오프라인 모각코는 없는 것 같아서 여쭤봅니다!"
2022-02-07 17:15:47,"파린이의모험","코로나로 인해 모임은 좀 어렵지 않을까요 🤔"
2022-02-07 17:16:18,"파린이의모험","유튜브에서 파이썬 기초 강좌로 코딩이 본인에게 잘 맞는지 한번 판단해보세요"
2022-02-07 17:16:45,"파린이의모험","https://youtu.be/kWiCuklohdY"
2022-02-07 17:17:08,"파린이의모험","여기서 파이썬 기초 공부해보세요. 학원 안다녀도 충분합니다"
2022-02-07 17:17:29,"파린이의모험","먼저 본인 적성에 맞는지... 공부하면서 느껴보시길 바랍니당"
2022-02-07 17:18:24,"파린이의모험","그리고 자격증은 추후에 자격조건 갖추시고 정보처리기사 따시면 됩니다.. 국내에선 이거 하나만 있으면 돼요. 다른거 딸 필요 없어요"
2022-02-07 17:20:25,"이재훈","헉 감사합니다"
2022-02-07 17:24:56,"Min","서울에서는 4명씩도 많이 모여서 하는 것 같더라구요!"
2022-02-07 17:26:26,"식","갤탭7s로 코딩해보신분 계신가욥"
2022-02-07 17:46:13,"파린이의모험","저도 오프로 세미프로젝 하는 모임 만들고 싶은데.. ㅠ"
2022-02-07 17:49:45,"Min","랭귀지 뭐 쓰시나요?"
2022-02-07 17:51:49,"파린이의모험","파이썬 생각중입니다!!"
2022-02-07 17:59:59,"zidol","vue는 안다루시나요?"
2022-02-07 18:01:32,"zidol","vue하시는분 안계신가요..ㅠ"
2022-02-07 18:07:26,"불나게 일하는 네오","파이썬으로 세미프로젝트 하는거면 머신러닝쪽 생각하시나용"
2022-02-07 18:07:35,"파린이의모험","vue.js는 옛날에 좀 써봤는데.. 익숙해지면 꽤 좋아요"
2022-02-07 18:07:49,"파린이의모험","아뇨 그냥 기초때고 깔작거리는 수준으로.."
2022-02-07 18:08:09,"파린이의모험","크롤링으로 데이터 쌓는 프로젝트 해보려 합니다"
2022-02-07 18:10:22,"이재훈","혹시 저.. 가르쳐주시면서"
2022-02-07 18:10:33,"이재훈","복습하실분 계신가요"
2022-02-07 18:10:44,"이재훈","정보처리 산업기사 준비하는 새싹입니다"
2022-02-07 18:11:38,"긍정승정","아아.."
2022-02-07 18:11:41,"긍정승정","정처산기.. 잇어여.."
2022-02-07 18:11:51,"이재훈","헉.."
2022-02-07 18:11:59,"긍정승정","이모티콘"
2022-02-07 18:12:01,"이재훈","29살에 첫 프로그래밍 도전하는데"
2022-02-07 18:12:05,"Min","리액트 취준이나 토이 프로젝트는 없으신가요오..."
2022-02-07 18:12:07,"이재훈","도움 보태주실분 구합니다.."
